state_name,state_name_slug,state_code,state_code_slug,city_name,city_name_slug,district,at_large,vacant,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,date_of_birth,entered_office,term_end,email,phone,latitude,longitude,address_complete,address_number,address_prefix,address_street,address_sec_unit_type,address_sec_unit_num,address_city,address_state,address_zipcode,address_type,population,background_url,city_government_url,city_council_url,city_council_calendar_url,city_council_legislation_url,city_council_committees_url,twitter_handle,twitter_url,facebook_url,photo_url
"California","california","CA","ca","Los Angeles","los-angeles","1","false","false","councilor","democrat","Gilbert (Gil) Cidillo","gilbert-gil-cidillo","Gilbert (Gil)","Gilbert (Gil)","Cidillo",,,,"male","hispanic-american","1954-03-25","2013-07-01","2017-06-30","councilmember.cidillo@lacity.org","213-473-7001","34.0201613","-118.6919205","City Hall, 200 North Spring St., Room 470, Los Angeles 90012",,,"City",,,,,,,"9818605","https://cdn.civil.services/city-council/ca/los-angeles/backgrounds/1280x720/city.jpg","https://www.lacity.org/your-government","https://www.lacity.org/your-government/elected-officials/city-council/council-directory","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","gilcedillocd1","https://twitter.com/gilcedillocd1","https://www.facebook.com/GilbertCedillo/","https://cdn.civil.services/city-council/ca/los-angeles/headshots/512x512/gilbert-gil-cidillo.jpg"
"California","california","CA","ca","Los Angeles","los-angeles","2","false","false","councilor","democrat","Paul Krekorian","paul-krekorian","Paul","Paul","Krekorian",,,,"male","middle-eastern-american","1960-03-24","2010-01-05","2020-12-13","councilmember.krekorian@lacity.org","213-473-7002","34.0201613","-118.6919205","City Hall, North Spring St., Room 435, Los Angeles, CA 90012",,,"City",,,,,,,"9818605","https://cdn.civil.services/city-council/ca/los-angeles/backgrounds/1280x720/city.jpg","https://www.lacity.org/your-government","https://www.lacity.org/your-government/elected-officials/city-council/council-directory","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","PaulKrekorian","https://twitter.com/PaulKrekorian","https://www.facebook.com/krekorian","https://cdn.civil.services/city-council/ca/los-angeles/headshots/512x512/paul-krekorian.jpg"
"California","california","CA","ca","Los Angeles","los-angeles","3","false","false","councilor","democrat","Bob Blumenfield","bob-blumenfield","Bob","Bob","Blumenfield",,,,"male","white-american","1967-09-13","2013-07-01","2017-06-30","councilmember.blumenfield@lacity.org","213-473-7003","34.0201613","-118.6919205","City Hall, 200 North Spring St., Room 415, Los Angeles, CA 90012 ",,,"City",,,,,,,"9818605","https://cdn.civil.services/city-council/ca/los-angeles/backgrounds/1280x720/city.jpg","https://www.lacity.org/your-government","https://www.lacity.org/your-government/elected-officials/city-council/council-directory","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","BobBlumenfield","https://twitter.com/BobBlumenfield","https://www.facebook.com/BobBlumenfieldSFV","https://cdn.civil.services/city-council/ca/los-angeles/headshots/512x512/bob-blumenfield.jpg"
"California","california","CA","ca","Los Angeles","los-angeles","4","false","false","councilor","democrat","David E. Ryu","david-e-ryu","David E.","David E.","Ryu",,,,"male","asian-american",,"2015-07-01","2020-12-13","david.ryu@lacity.og","213-473-7004","34.0201613","-118.6919205","City Hall, 200 North Spring Street, Room 425, Los Angeles, CA 90012 ",,,"City",,,,,,,"9818605","https://cdn.civil.services/city-council/ca/los-angeles/backgrounds/1280x720/city.jpg","https://www.lacity.org/your-government","https://www.lacity.org/your-government/elected-officials/city-council/council-directory","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","davideryu","https://twitter.com/davideryu","https://www.facebook.com/cd4ryu/","https://cdn.civil.services/city-council/ca/los-angeles/headshots/512x512/david-e-ryu.jpg"
"California","california","CA","ca","Los Angeles","los-angeles","5","false","false","councilor","democrat","Paul Kortez","paul-kortez","Paul","Paul","Kortez",,,,"male","white-american","1955-04-03","2009-07-01","2017-06-13","paul.kortez@lacity.org","213-473-7005","34.0201613","-118.6919205","City Hall, 200 North Spring Street, Room 440, Los Angeles, CA  90012",,,"City",,,,,,,"9818605","https://cdn.civil.services/city-council/ca/los-angeles/backgrounds/1280x720/city.jpg","https://www.lacity.org/your-government","https://www.lacity.org/your-government/elected-officials/city-council/council-directory","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","PaulKoretzCD5","https://twitter.com/PaulKoretzCD5","https://www.facebook.com/pkoretz","https://cdn.civil.services/city-council/ca/los-angeles/headshots/512x512/paul-kortez.jpg"
"California","california","CA","ca","Los Angeles","los-angeles","6","false","false","councilor","democrat","Nury Martinez","nury-martinez","Nury","Nury","Martinez",,,,"female","hispanic-american",,"2013-08-02","2020-12-13","councilmember.martinez@lacity.org","213-473-7006","34.0201613","-118.6919205","City Hall, 200 North. Spring Street, Room 470, Los Angeles, CA 90012",,,"City",,,,,,,"9818605","https://cdn.civil.services/city-council/ca/los-angeles/backgrounds/1280x720/city.jpg","https://www.lacity.org/your-government","https://www.lacity.org/your-government/elected-officials/city-council/council-directory","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","CD6Nury","https://twitter.com/CD6Nury","https://www.facebook.com/mhdcd8","https://cdn.civil.services/city-council/ca/los-angeles/headshots/512x512/nury-martinez.jpg"
"California","california","CA","ca","Los Angeles","los-angeles","8","false","false","councilor","democrat","Marqueece Harris-Dawson","marqueece-harris-dawson","Marqueece","Marqueece","Harris-Dawson",,,,"male","african-american",,"2015-07-01","2020-12-13","councilmember.harrison-dawson@lacity.org","213-473-7008","34.0201613","-118.6919205","City Hall, 200 North Spring Street, Room 450,  Los Angeles, CA  90012",,,"City",,,,,,,"9818605","https://cdn.civil.services/city-council/ca/los-angeles/backgrounds/1280x720/city.jpg","https://www.lacity.org/your-government","https://www.lacity.org/your-government/elected-officials/city-council/council-directory","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","mhdcd8","https://twitter.com/mhdcd8","https://www.facebook.com/mhdcd8","https://cdn.civil.services/city-council/ca/los-angeles/headshots/512x512/marqueece-harris-dawson.jpg"
"California","california","CA","ca","Los Angeles","los-angeles","9","false","false","councilor","democrat","Curren D. Price, Jr.","curren-d-price-jr","Curren D.","Curren D.","Price, Jr.",,,,"male","african-american","1950-12-16","2013-07-01","2017-06-30","councilmember.price@lacity.org","213-473-7009","34.0201613","-118.6919205","City Hall, 200 North Spring Street, Suite 420, Los Angeles, CA 90012",,,"City",,,,,,,"9818605","https://cdn.civil.services/city-council/ca/los-angeles/backgrounds/1280x720/city.jpg","https://www.lacity.org/your-government","https://www.lacity.org/your-government/elected-officials/city-council/council-directory","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","CurrenDPriceJr","https://twitter.com/CurrenDPriceJr","https://www.facebook.com/CurrenDPriceJr","https://cdn.civil.services/city-council/ca/los-angeles/headshots/512x512/curren-d-price-jr.jpg"
"California","california","CA","ca","Los Angeles","los-angeles","10","false","false","council-president","democrat","Herb J. Wesson, Jr.","herb-j-wesson-jr","Herb J.","Herb J.","Wesson, Jr.",,,,"male","african-american","1951-11-11","2011-05-29","2020-12-13","councilmember.wesson@lacity.org","213-473-7010","34.0201613","-118.6919205","City Hall, 200 North Spring Street, Room 430, Los Angeles, CA 90012",,,"City",,,,,,,"9818605","https://cdn.civil.services/city-council/ca/los-angeles/backgrounds/1280x720/city.jpg","https://www.lacity.org/your-government","https://www.lacity.org/your-government/elected-officials/city-council/council-directory","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","HerbJWesson","https://twitter.com/HerbJWesson","https://www.facebook.com/HerbWessonJr","https://cdn.civil.services/city-council/ca/los-angeles/headshots/512x512/herb-j-wesson-jr.jpg"
"California","california","CA","ca","Los Angeles","los-angeles","11","false","false","councilor","democrat","Mike Bonin","mike-bonin","Mike","Mike","Bonin",,,,"male","white-american","1967-03-19","2013-07-01","2017-06-30","councilmember.bonin@lacity.org","213-473-7011","34.0201613","-118.6919205","City Hall, 200 North Spring Street, Room 475, Los Angeles, CA 90012 ",,,"City",,,,,,,"9818605","https://cdn.civil.services/city-council/ca/los-angeles/backgrounds/1280x720/city.jpg","https://www.lacity.org/your-government","https://www.lacity.org/your-government/elected-officials/city-council/council-directory","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","https://www.lacity.org/your-government/elected-officials/city-council/city-council-committee-meetings","mikebonin","https://twitter.com/mikebonin","https://www.facebook.com/MikeBoninCD11","https://cdn.civil.services/city-council/ca/los-angeles/headshots/512x512/mike-bonin.jpg"
